"Id"	"name_prof"	"cod"
"985"	"Инженер технолог / хранително-вкусова промишленост"	"2148"
"986"	"Инженер технолог / циментово производство"	"2148"
"987"	"Инженер технолог / шивашко производство"	"2148"
"988"	"Инженер технолог, опаковане на продукция"	"2148"
"989"	"Инженер, автоматизация на производството"	"2144"
"990"	"Инженер, водоснабдяване и канализация"	"2142"
"991"	"Инженер, далекосъобщения, телевизия, радио"	"2144"
"992"	"Инженер, двигатели"	"2145"
"993"	"Инженер, електрически контактни мрежи"	"2143"
"994"	"Инженер, електрически машини и апарати"	"2143"
"995"	"Инженер, електрически подсистеми"	"2143"
"996"	"Инженер, електромеханично оборудване"	"2143"
"997"	"Инженер, електроник / частна практика"	"2144"
"998"	"Инженер, електроника и автоматика"	"2144"
"999"	"Инженер, електронни инструменти и прибори"	"2144"
"1000"	"Инженер, електрообзавеждане"	"2143"
"1001"	"Инженер, енергетик"	"2143"
"1002"	"Инженер, жп строителство"	"2142"
"1003"	"Инженер, изследване на труда"	"2149"
"1004"	"Инженер, инвеститорски контрол"	"2416"
"1005"	"Инженер, индустриални машини и системи"	"2145"
"1006"	"Инженер, инструментална екипировка"	"2145"
"1008"	"Инженер, компютърни приложения"	"2132"
"1009"	"Инженер, компютърни системи"	"2131"
"1010"	"Инженер, конструктор, аудио-, видеотехника"	"2144"
"1012"	"Инженер, конструктор, самолетоводещи съоръжения"	"2144"
"1013"	"Инженер, конструктор, строителство"	"2142"
"1015"	"Инженер, корабни машини и механизми"	"2145"
"1016"	"Инженер, корабостроене и кораборемонт"	"2145"
"1017"	"Инженер, криогеник"	"2145"
"1018"	"Инженер, маркшайдер"	"2146"
"1020"	"Инженер, металург"	"2147"
"1021"	"Инженер, механик"	"2145"
"1022"	"Инженер, минен"	"2146"
"1023"	"Инженер, минна електромеханика"	"2146"
"1024"	"Инженер, минни машини"	"2145"
"1025"	"Инженер, нормировчик"	"2149"
"1026"	"Инженер, обогатяване  на полезни изкопаеми"	"2146"
"1027"	"Инженер, оптична апаратура"	"2144"
"1028"	"Инженер, осветителна техника"	"2143"
"1029"	"Инженер, оферти и цени"	"2419"
"1030"	"Инженер, оценяване на имоти"	"2419"
"1031"	"Инженер, очистване на вода"	"2147"
"1032"	"Инженер, парни и водогрейни котли"	"2145"
"1033"	"Инженер, патентовед"	"2149"
"1034"	"Инженер, поддържане на ЕИТ"	"2131"
"1036"	"Инженер, проектант, далекосъобщения"	"2144"
"1037"	"Инженер, производствена ефективност"	"2149"
"1038"	"Инженер, производствени системи и роботи"	"2131"
"1040"	"Инженер, промишлено и гражданско строителство"	"2142"
"1041"	"Инженер, пътно строителство"	"2142"
"1042"	"Инженер, развитие и внедряване"	"2419"
"1044"	"Инженер, релейна защита"	"2143"
"1045"	"Инженер, роботика"	"2131"
"1046"	"Инженер, руднична вентилация и аеродинамика"	"2145"
"1047"	"Инженер, самолетоводещи съоръжения"	"3145"
"1048"	"Инженер, самолетостроене"	"2145"
"1049"	"Инженер, санитарно строителство"	"2142"
"1050"	"Инженер, селскостопанско машиностроене"	"2145"
"1051"	"Инженер, смазочни системи"	"2145"
"1052"	"Инженер, сондажни машини"	"2145"
"1053"	"Инженер, софтуер"	"2132"
"1054"	"Инженер, строителен"	"2142"
"1055"	"Инженер, строителство във вода"	"2142"
"1056"	"Инженер, телекомуникации"	"2144"
"1057"	"Инженер, техническа безопасност"	"2413"
"1058"	"Инженер, тунелно строителство"	"2142"
"1059"	"Инженер, турбини"	"2145"
"1060"	"Инженер, хардуер"	"2131"
"1061"	"Инженер, хидравлични и пневматични машини"	"2145"
"1062"	"Инженер, хидроенергийно строителство"	"2142"
"1063"	"Инженер, хидролог"	"2142"
"1064"	"Инженер, хидромелиоративно строителство"	"2142"
"1065"	"Инженер, химически процеси"	"2147"
"1066"	"Инженер-химик"	"2147"
"1067"	"Инкасатор, монетни телефонни апарати / БТК"	"9155"
"1068"	"Инкасатор, неплатени сметки"	"4217"
"1071"	"Инкасатор, плащания"	"4217"
"1072"	"Инкасатор-касиер, електроенергия"	"4217"
"1073"	"Инспектор / ВиК"	"3112"
"1074"	"Инспектор / банка"	"2411"
"1075"	"Инспектор / въздушeн транспорт"	"3147"
"1076"	"Инспектор / държавна администрация"	"2476"
"1077"	"Инспектор на оркестър"	"2455"
"1078"	"Инспектор на хор"	"2455"
"1080"	"Инспектор по кадри"	"4192"
"1081"	"Инспектор по качеството, приложен специалист"	"3155"
"1082"	"Инспектор по труда"	"2475"
"1083"	"Инспектор по учебна работа / образование"	"2362"
"1084"	"Инспектор, вагонен / жп транспорт"	"3153"
"1086"	"Инспектор, гражданска отбрана"	"4191"
"1087"	"Инспектор, електрозахранване"	"3114"
"1088"	"Инспектор, здравно осигуряване"	"2412"
"1089"	"Инспектор, контрол на решенията"	"2419"
"1090"	"Инспектор, лицензии (разрешения)"	"2419"
"1091"	"Инспектор, личен състав"	"4192"
"1092"	"Инспектор, локомотивен / жп транспорт"	"3153"
"1093"	"Инспектор, митнически"	"3447"
"1095"	"Инспектор, охрана на труда"	"3154"
"1096"	"Инспектор, пенсионно дело"	"2412"
"1097"	"Инспектор, пожарна безопасност на оборудване"	"3151"
"1098"	"Инспектор, превозни бригади / жп транспорт"	"3153"
"1099"	"Инспектор, противопожарна охрана / сграда"	"3151"
"1100"	"Инспектор, професионална рехабилитация"	"2445"
"1101"	"Инспектор, работна сила и пенсиониране"	"2412"
"1102"	"Инспектор, работна среда"	"3154"
"1103"	"Инспектор, санитарен"	"3222"
"1104"	"Инспектор, социално подпомагане"	"2445"
"1105"	"Инспектор, техническа безопасност"	"3154"
"1107"	"Инспектор, технически контрол и метрология"	"3155"
"1108"	"Инспектор, технически надзор"	"3154"
"1109"	"Инспектор, трудова борса"	"2413"
"1110"	"Инспектор, трудоустрояване"	"2445"
"1111"	"Инструктор / водeн транспорт"	"3143"
"1112"	"Инструктор / въздушeн транспорт"	"3147"
"1113"	"Инструктор / жп транспорт"	"3153"
"1114"	"Инструктор на водачи на моторни превозни средства"	"3341"
"1115"	"Инструктор по управление на плавателен съд до 10 т"	"3341"
"1116"	"Инструктор по управление на платноход"	"3341"
"1117"	"Инструктор, диетично хранене"	"3223"
"1118"	"Инструктор, спортен"	"2458"
"1119"	"Инструменталист, солист"	"2455"
"1121"	"Инструменталчик, шлосер"	"7224"
"1122"	"Информатик / частна практика"	"2132"
"1123"	"Информатор - библиограф"	"2433"
"1124"	"Информатор / музей, художествена галерия"	"4222"
"1125"	"Информатор / туристическа агенция"	"4221"
"1126"	"Информатор, приемна / държавна администрация"	"4222"
"1127"	"Информатор, пропуски / общежитие"	"4222"
"1128"	"Информатор, пътувания / въздушен транспорт"	"4221"
"1129"	"Информатор, пътувания / жп транспорт"	"4221"
"1130"	"Информатор-регистратор / болнично заведение"	"4222"
"1131"	"Информатор-регистратор / поликлиника"	"4222"
"1132"	"Историк"	"2442"
"1133"	"Историк, научен работник"	"2442"
"1134"	"Ихтиолог"	"2211"
"1135"	"Кабелен муфаджия / енергетика"	"7216"
"1136"	"Кадрови военнослужащ / Въоръжени сили"	"1"
"1137"	"Кадровик"	"2413"
"1138"	"Калайджия"	"7222"
"1139"	"Каландрист / производство на каучукови изделия"	"8231"
"1140"	"Каландрист / текстилно производство"	"8267"
"1141"	"Калибровчик, прецизни инструменти"	"7224"
"1143"	"Калибровчик, телени изделия / металургия"	"8125"
"1144"	"Калибровчик, шаблони от дърво"	"7421"
"1145"	"Калиграф"	"4145"
"1146"	"Калкулант"	"4132"
"1147"	"Калкулант - домакин, обществено хранене"	"4132"
"1148"	"Каловадач"	"5132"
"1149"	"Калолечител"	"5132"
"1150"	"Каменар / добив на скални материали"	"9312"
"1151"	"Камено-монтажник / строителство"	"7132"
"1152"	"Каменоделец, скулптурни произведения"	"7119"
"1153"	"Камериер, личен"	"9131"
"1154"	"Камериер, хотел"	"9132"
"1155"	"Камериерка"	"9132"
"1156"	"Каналджия"	"7134"
"1157"	"Каналокопател-каналочистач, машинист"	"8334"
"1158"	"Кантарджия / склад"	"9333"
"1159"	"Кантарджия, отчетник"	"4133"
"1160"	"Кантонер / жп транспорт"	"9316"
"1161"	"Капелан"	"1145"
"1162"	"Капитан / кораб"	"3141"
"1163"	"Капитан / плавателен съд"	"3141"
"1164"	"Капитан-пилот / плавателен съд"	"3141"
"1165"	"Каротажен електромонтьор / геоложки проучвания"	"7115"
"1166"	"Картограф"	"2142"
"1167"	"Картограф-чертожник"	"4195"
"1169"	"Картооформител на стенни, релефни карти и глобуси"	"3113"
"1170"	"Картотекар"	"4142"
"1171"	"Каруцар"	"9332"
"1172"	"Касиер (калкулант) / обществено хранене (стол)"	"4213"
"1173"	"Касиер / бензиностанция"	"4219"
"1174"	"Касиер / казино"	"4215"
"1175"	"Касиер / магазин"	"4212"
"1176"	"Касиер / ресторант"	"4213"
"1177"	"Касиер на гише / банка"	"4211"
"1178"	"Касиер на гише / поща"	"4211"
"1179"	"Касиер на гише за залагания"	"4215"
"1180"	"Касиер на гише, телефоно-телеграфен"	"4217"
"1181"	"Касиер, билетопродавач"	"4214"
"1182"	"Касиер, главен"	"3432"
"1183"	"Касиер, данъчни приходи"	"4216"
"1184"	"Касиер, заложна къща"	"4218"
"1185"	"Касиер, изпълнител на бюджета"	"4216"
"1186"	"Касиер, инкасатор (вода, топлоенергия)"	"4217"
"1187"	"Касиер, маркировчик (куверти) / обществено хранене"	"4213"
"1188"	"Касиер, обменител на валута"	"4218"
"1189"	"Касиер, продавач на билети"	"4214"
"1190"	"Касиер, счетоводство"	"4121"
"1191"	"Касиер, телефоно-телеграфна експлоатация"	"4217"
"1192"	"Касиер-домакин"	"4121"
"1193"	"Касиер-калкулант"	"4121"
"1194"	"Касиер-машинописец"	"4121"
"1195"	"Касиер-платец"	"4121"
"1196"	"Касиер-сътрудник"	"4121"
"1198"	"Катодчик / металургия"	"8122"
"1199"	"Качествен контрольор"	"3155"
"1201"	"Квалифициран тъкач"	"7434"
"1202"	"Квестор / Народно събрание"	"3441"
"1203"	"Кесонен апаратчик"	"7218"
"1204"	"Кесонен работник"	"7218"
"1205"	"Килимар"	"7435"
"1206"	"Кинезитерапевт / фитнес център"	"2225"
"1207"	"Кинезитерапевт, висше образование"	"2225"
"1208"	"Кинезитерапевт, курортология"	"2225"
"1209"	"Кинезитерапевт, спорт"	"2225"
"1210"	"Киномеханик"	"7311"
"1211"	"Киноработник"	"9153"
"1212"	"Кислородчик"	"8163"
"1213"	"Клавиатурист на релефно-наборна азбука"	"7341"
"1214"	"Клавиатурист, наборни машини / полиграфия"	"8251"
"1215"	"Климатолог"	"2112"
"1216"	"Клоун"	"3476"
"1217"	"Кмет, кметство"	"1131"
"1218"	"Кмет, община"	"1131"
"1219"	"Кметски наместник / община"	"1131"
"1220"	"Книговед"	"2433"
"1221"	"Книговезец / полиграфия"	"7345"
"1222"	"Книговезец, машинист / полиграфия"	"8253"
"1223"	"Книговезец, резач на нож / полиграфия"	"7345"
"1224"	"Книговезец-подвързвач (Брайлова азбука)"	"7345"
"1225"	"Книговодител, вписвания / съд"	"4142"
"1226"	"Книговодител, счетоводство"	"4121"
"1227"	"Книжар"	"5221"
"1228"	"Ковач"	"7222"
"1229"	"Ковач, железар"	"7222"
"1230"	"Ковач, фина бижутерия с камъни и перли"	"7312"
"1231"	"Ковчежник / банка"	"4211"
"1232"	"Кожар"	"7451"
"1234"	"Кожухар"	"7447"
"1235"	"Козметик"	"5141"
"1236"	"Коксосортировач / коксово производство"	"8156"
"1237"	"Колар"	"9332"
"1238"	"Колбасар  / хранително-вкусова промишленост"	"7411"
"1240"	"Колонист / редакция, издателство"	"3475"
"1241"	"Колорист / полиграфия"	"7349"
"1242"	"Командир-пилот / самолет"	"3144"
"1243"	"Комбайнер"	"8331"
"1244"	"Комендант, въоръжена охрана"	"5161"
"1245"	"Коментатор"	"2451"
"1246"	"Коментатор, новини, спорт"	"2451"
"1247"	"Коминджия, стоманобетонни промишлени комини"	"7125"
"1248"	"Коминочистач"	"7143"
"1249"	"Комисионер, кораби"	"3422"
"1250"	"Компаньон"	"5142"
"1251"	"Компаньонка-партньор / битови услуги на улицата"	"9121"
"1252"	"Компаундировчик / химични процеси"	"8151"
"1253"	"Комплексен управител / обществено хранене"	"1225"
"1254"	"Комплектовач на мебелен обков, мебелист"	"7422"
"1255"	"Комплектовач-зареждач / производство"	"9321"
"1256"	"Комплектовач-зареждач / шивашко производство"	"9321"
"1257"	"Комплектовчик, архив (ЦТА)"	"4142"
"1258"	"Комплектовчик, снабдител"	"4133"
"1259"	"Композитор"	"2455"
"1260"	"Компресорист"	"8163"
"1261"	"Конверторчик / металургия"	"8121"
"1262"	"Кондуктор / въжена линия"	"5114"
"1263"	"Кондуктор / градски транспорт"	"5114"
"1264"	"Кондуктор / жп транспорт"	"5113"
"1265"	"Кондуктор / пътнически междуселищен транспорт"	"5114"
"1266"	"Кондуктор / ферибоот"	"5112"
"1267"	"Коневъд"	"6121"
"1268"	"Конегледач"	"6121"
"1269"	"Консерватор-реставратор, архивни фондове"	"2434"
"1270"	"Консерватор-реставратор, паметници на културата"	"2434"
"1272"	"Конституционен съдия / Конституционен съд"	"1111"
"1273"	"Конструктор машинен, приложен специалист"	"3115"
"1274"	"Конструктор на машинни части и детайли"	"3115"
"1275"	"Конструктор, инженер, електроника и автоматика"	"2144"
"1276"	"Конструктор, керамични изделия"	"3471"
"1277"	"Конструктор, кукли"	"3471"
"1278"	"Конструктор, машинен инженер"	"2145"
"1279"	"Конструктор, музикални инструменти"	"3131"
"1280"	"Конструктор, облекло и модели"	"3472"
"1281"	"Конструктор, производствени системи и роботи"	"2131"
"1282"	"Конструктор, строителен инженер"	"2142"
"1283"	"Консул / държавна администрация (МВнР)"	"1122"
"1284"	"Консултант - лекар, здравно осигуряване"	"2221"
"1285"	"Консултант, връзки с медиите"	"2415"
"1286"	"Консултант, драматургичен"	"2451"
"1287"	"Консултант, ефективност на бизнеса"	"2419"
"1288"	"Консултант, застрахователни полици"	"2418"
"1289"	"Консултант, икономика"	"2441"
"1290"	"Консултант, компютърни системи"	"2131"
"1292"	"Консултант, проучване на пазари"	"2414"
"1293"	"Консултант, реклама"	"2415"
"1294"	"Консултант, софтуер"	"2132"
"1295"	"Консултант, тарифи, такси"	"2418"
"1296"	"Консултант, трудова заетост"	"2413"
"1297"	"Консултант, търгове"	"3415"
"1298"	"Консултант, търговия"	"2414"
"1299"	"Консултант, фармацевт"	"2224"
"1300"	"Консултант, финанси и счетоводство"	"2411"
"1301"	"Консултант, хранене"	"3223"
"1302"	"Консултант-прогностик"	"5146"
"1303"	"Контрактов мениджър"	"2419"
"1304"	"Контролен специалист, резервни части и оборудване"	"3155"
"1305"	"Контрольор / градски транспорт"	"5114"
"1306"	"Контрольор / дружество по ТЗ (ЕАД, ЕООД)"	"1211"
"1307"	"Контрольор / метро"	"5114"
"1308"	"Контрольор в ГСС"	"3154"
"1309"	"Контрольор на материали  / шивашко производство"	"7442"
"1310"	"Контрольор на стокооборот"	"4121"
"1311"	"Контрольор по движението / жп транспорт"	"5113"
"1312"	"Контрольор по качество"	"3155"
"1315"	"Контрольор, екология"	"3154"
"1316"	"Контрольор, експедиция на продукцията"	"4133"
"1317"	"Контрольор, кодиране"	"4144"
"1318"	"Контрольор, надзорни съоръжения / енергетика"	"7235"
"1319"	"Контрольор, облекло, шевни изделия"	"7442"
"1320"	"Контрольор, обработка на данни"	"4114"
"1321"	"Контрольор, пощенски / съобщения"	"4141"
"1322"	"Контрольор, приходи"	"3432"
"1324"	"Контрольор, роботи"	"3123"
"1325"	"Контрольор, сортиране на документи"	"4144"
"1326"	"Контрольор, технически контрол"	"3155"
"1327"	"Контрольор, хигиена на труда"	"3154"
"1328"	"Контурист"	"4195"
"1329"	"Конфедерален секретар / синдикат"	"1142"
"1330"	"Конфекционер / производство на кожена галантерия"	"8269"
"1331"	"Конфекционер / текстилно производство"	"8264"
"1333"	"Конфекционер на машина / производство на обувки"	"8269"
"1334"	"Конфекционер, директно копировална хартия"	"8225"
"1335"	"Конфекционер, кожено облекло"	"7447"
"1336"	"Конфекционер, куфари и чанти"	"7452"
"1337"	"Конфекционер, ленти за пишещи машини"	"8225"
"1338"	"Конферансие"	"3474"
"1339"	"Концертиращ артист, солист и камерен изпълнител"	"2455"
"1340"	"Концертмайстор"	"2455"
"1341"	"Координатор / производство"	"3119"
"1342"	"Координатор / производство на оптични инструменти"	"3131"
"1343"	"Координатор / строителство"	"3112"
"1344"	"Координатор / телевизия и радио (БНТ)"	"3429"
"1345"	"Координатор, връзки с обществеността"	"2415"
"1346"	"Координатор, далекосъобщения"	"3114"
"1347"	"Координатор, дистрибуторска мрежа"	"2414"
"1348"	"Координатор, кариерно развитие"	"2413"
"1349"	"Координатор, международни програми"	"2415"
"1350"	"Координатор, реклама"	"2415"
"1351"	"Координатор, туроператор"	"2415"
"1352"	"Копировач"	"4195"
"1353"	"Копист, филмови материали"	"8226"
"1354"	"Корабен агент"	"3422"
"1355"	"Корабен главен готвач"	"5123"
"1356"	"Корабен готвач"	"5123"
"1357"	"Корабен домакин / воден транспорт"	"5112"
"1359"	"Корабен електроник"	"3142"
"1360"	"Корабен електротехник"	"3142"
"1361"	"Корабен изготвител, тръбни инсталации"	"7215"
"1362"	"Корабен изолаторчик"	"7133"
"1363"	"Корабен камериер / воден транспорт"	"5112"
"1364"	"Корабен кормчия"	"8341"
"1365"	"Корабен машинист"	"8342"
"1366"	"Корабен механик"	"3142"
"1367"	"Корабен огняр"	"8162"
"1368"	"Корабен помпиер"	"8342"
"1369"	"Корабен радиотелеграфист"	"8341"
"1370"	"Корабен радиотелеграфист-радиотелефонист"	"3142"
"1371"	"Корабен разкройчик на кабели / корабостроене"	"7216"
"1372"	"Корабен формовчик, стъклопластни конструкции"	"8232"
"1373"	"Корабен хлебар"	"5123"
"1374"	"Корабомоделист"	"7215"
"1375"	"Коректор / редакция, издателство"	"3475"
"1377"	"Коректор, телефонни услуги"	"3134"
"1378"	"Коректор-стилист / редакция, издателство"	"3475"
"1379"	"Корепетитор"	"2455"
"1380"	"Кореспондент / радио, телевизия, БТА"	"2451"
"1381"	"Кореспондент-преводач, специалист"	"3439"
"1382"	"Корнировач / полиграфия"	"7342"
"1383"	"Коробелач / дървообработване"	"8141"
"1384"	"Корпусник / корабостроене"	"7215"
"1385"	"Корпусник, корабни стъклопластови конструкции"	"8232"
"1386"	"Котлочистач / енергетика"	"9321"
"1387"	"Котляр / машиностроене"	"7214"
"1388"	"Кофаджия / металургия"	"8121"
"1389"	"Кофражист-бетонджия, подземен (тунели)"	"7125"
"1390"	"Кранист"	"8337"
"1391"	"Кранист, мостов кран"	"8337"
"1392"	"Крановик"	"8337"
"1393"	"Крепач / добив на полезни изкопаеми"	"7111"
"1394"	"Крикатурист"	"2454"
"1395"	"Криминолог"	"2445"
"1396"	"Критик"	"2451"
"1397"	"Критик, изобразително изкуство"	"2451"
"1398"	"Критик, литература"	"2451"
"1399"	"Критик, музика"	"2451"
"1400"	"Критик, театър"	"2451"
"1401"	"Критик, филми"	"2451"
"1402"	"Крояч / шивашко производство"	"7441"
"1403"	"Крояч на книговезки материали / полиграфия"	"7345"
"1404"	"Крояч, банцигар на трикотаж / шивашко производство"	"8266"
"1405"	"Крояч, дърводелец"	"7423"
"1406"	"Крояч, настилаж на трикотаж / шивашко производство"	"8266"
"1407"	"Крояч, обущар"	"7454"
"1408"	"Крояч-резач на стъкло / стъкларско производство"	"8132"
"1409"	"Крупие"	"4215"
"1411"	"Куклоконструктор"	"3471"
"1412"	"Куриер"	"9152"
"1413"	"Кюре"	"2461"
"1414"	"Лаборант / парова централа"	"3156"
"1415"	"Лаборант / производство"	"3156"
"1416"	"Лаборант, медицински"	"3224"
"1417"	"Лаборант, рентгенов"	"3225"
"1419"	"Лакировач-ситопечат на ски, дърводелец"	"7424"
"1420"	"Ледолог, геофизик"	"2114"
"1421"	"Лекар"	"2221"
"1422"	"Лекар / ХЕИ"	"2221"
"1423"	"Лекар ветеринарен"	"2223"
"1424"	"Лекар хуманен"	"2221"
"1425"	"Лекар, завеждащ отделение"	"2221"
"1426"	"Лекар, клинична лаборатория"	"2221"
"1427"	"Лекар, медицинско застраховане и консултации"	"2221"
"1428"	"Лекар, ординатор"	"2221"
"1429"	"Лекар, физиотерапевт"	"2221"
"1430"	"Лекар, член на ТЕЛК, ЦТЕЛК"	"2221"
"1431"	"Лексикограф"	"2446"
"1432"	"Лектор / висше училище"	"2312"
"1433"	"Лепач / дървообработване"	"8142"
"1434"	"Лепач на афиши, обяви, известия"	"9121"
"1436"	"Лепач на детайли (метални, пластмасови)"	"8284"
"1438"	"Лепилобъркач / производство на залепващи вещества"	"8225"
"1439"	"Лепиловар / полиграфия"	"7345"
"1440"	"Лепилообмазвач / дървообработване"	"8142"
"1441"	"Лепилоприготвител / дървообработване"	"8142"
"1442"	"Лепилоприготвител / полиграфия"	"7345"
"1443"	"Лесничей"	"3213"
"1444"	"Лесовъд, специалист"	"3213"
"1445"	"Лесозащитник"	"6142"
"1446"	"Лесоинженер"	"2214"
"1447"	"Летец-борден радист"	"3144"
"1448"	"Летец-инженер"	"3144"
"1449"	"Летец-механик"	"3144"
"1450"	"Летец-пилот"	"3144"
"1451"	"Летец-щурман"	"3144"
"1452"	"Лечител чрез вяра"	"5146"
"1453"	"Лечител, алтернативни методи"	"3259"
"1454"	"Лечител, биоенергия"	"3259"
"1455"	"Леяр"	"7212"
"1456"	"Леяр, аноди / металургия"	"8122"
"1457"	"Леяр, благородни метали"	"7312"
"1460"	"Леяр-формовчик на скулптурни произведения"	"7212"
"1461"	"Ликвидатор / дружество по Търговския закон"	"1211"
"1462"	"Лингвист"	"2446"
"1463"	"Линотипер / полиграфия"	"7341"
"1464"	"Литератор"	"2451"
"1465"	"Литературен сътрудник"	"2452"
"1466"	"Ловен надзирател"	"5162"
"1467"	"Ловец"	"6154"
"1468"	"Логопед с висше образование"	"2353"
"1469"	"Логопед с полувисше образование"	"3333"
"1470"	"Лодкостроител от стъклопласти"	"8232"
"1471"	"Лозар"	"6113"
"1472"	"Локомотивен машинист / добив на полезни изкопаеми"	"8314"
"1473"	"Локомотивен машинист / жп транспорт"	"8311"
"1474"	"Лоцман / плавателен съд"	"3141"
"1475"	"Луголечител"	"5132"
"1476"	"Лютиер"	"7313"
"1477"	"Магазинер / склад"	"4133"
"1478"	"Мазач / строителство"	"7121"
"1479"	"Майка, детско селище"	"2445"
"1480"	"Майстор готвач"	"5123"
"1481"	"Майстор готвач-сладкар"	"5123"
"1482"	"Майстор крояч, шивач"	"7441"
"1483"	"Майстор монтьор, полиграфични машини"	"7239"
"1484"	"Майстор обущар"	"7454"
"1485"	"Майстор пекар, хляб и сладкарски изделия"	"7412"
"1486"	"Майстор полиграфист / полиграфия"	"7349"
"1489"	"Майстор, боза / хранително-вкусова промишленост"	"7416"
"1491"	"Майстор, нектари / хранително-вкусова промишленост"	"7416"
"1493"	"Майстор-маслар / хранително-вкусова промишленост"	"7413"
"1494"	"Майстор-миньор"	"7111"
"1496"	"Майстор-млекар / хранително-вкусова промишленост"	"7413"
"1497"	"Майстор-монтьор, електрически машини и апарати"	"7241"
"1498"	"Майстор-сиренар / хранително-вкусова промишленост"	"7413"
"1499"	"Майстор-флотиер / добив на полезни изкопаеми"	"7114"
"1500"	"Макетист"	"4195"
"1501"	"Макетьор / полиграфия"	"7345"
"1502"	"Мамалог"	"2211"
"1503"	"Маневрист / жп транспорт"	"8312"
"1504"	"Манекен"	"5211"
"1505"	"Маникюрист-педикюрист"	"5141"
"1506"	"Манипулант (стифчия) /  яйцезаготвителни складове"	"5223"
"1507"	"Манипулант, билки и гъби"	"5223"
"1508"	"Манипулант, изготвяне на бали / тютюн"	"9321"
"1509"	"Манипулант, кондициониран тютюн"	"8278"
"1510"	"Манипулант, лепач на кашони"	"9323"
"1512"	"Манипулант, подреждане на детайли / производство"	"9321"
"1514"	"Манипулант, технически зрял и изсушен тютюн"	"8278"
"1515"	"Маркировач"	"9323"
"1516"	"Маркшайдер, инженер"	"2146"
"1517"	"Мартеничар"	"7331"
"1518"	"Масажист / фитнесзала"	"5143"
"1519"	"Масажист, терапевт"	"3252"
"1520"	"Масльончик"	"9321"
"1522"	"Математик"	"2121"
"1523"	"Математик, научен работник"	"2121"
"1524"	"Математик, програмист"	"2132"
"1526"	"Материалчик-рецептьор / стъкларско производство"	"7321"
"1528"	"Матричар / полиграфия"	"7343"
"1529"	"Матричар, инструменти"	"7224"
"1530"	"Матричар, катодни основи / металургия"	"8122"
"1531"	"Мачтовик"	"7216"
"1532"	"Машинен боцман"	"8342"
"1533"	"Машинен инженер / механично-инструментален участък"	"2145"
"1534"	"Машинен инженер, конструктор"	"2145"
"1535"	"Машинен инженер, норми и нормативи"	"2145"
"1536"	"Машинен инженер, проектант"	"2145"
"1538"	"Машинист / бетонен център (бетонов възел)"	"8218"
"1539"	"Машинист / дърводобив"	"8333"
"1540"	"Машинист / производство на сладолед"	"8272"
"1541"	"Машинист,  сух пастел и моделин"	"8225"
"1543"	"Машинист, автобагер"	"8334"
"1544"	"Машинист, автовишка"	"8339"
"1545"	"Машинист, автогрейдер"	"8334"
"1547"	"Машинист, аграгат или тютюнорезачна машина"	"8278"
"1548"	"Машинист, агрегат за тютюневи бали"	"8278"
"1549"	"Машинист, багер"	"8334"
"1552"	"Машинист, бичещи машини / каменообработване"	"8219"
"1553"	"Машинист, булдозер"	"8334"
"1554"	"Машинист, валяк"	"8336"
"1555"	"Машинист, вибросита / производство на торове"	"8157"
"1556"	"Машинист, въжена линия"	"8338"
"1559"	"Машинист, дробилка за отпадъци / дървообработване"	"8241"
"1561"	"Машинист, изкопни машини"	"8334"
"1562"	"Машинист, изливане на пилоти при фундиране"	"8336"
"1563"	"Машинист, инсталация за дунапрен"	"8232"
"1564"	"Машинист, кабелополагаща машина"	"8339"
"1565"	"Машинист, каналокопател-каналочистач"	"8334"
"1566"	"Машинист, кран"	"8337"
"1568"	"Машинист, локомотив / жп транспорт"	"8311"
"1569"	"Машинист, мелници и дробилки / химични процеси"	"8151"
"1572"	"Машинист, млечна машина"	"8272"
"1575"	"Машинист, обработка на камъни"	"8219"
"1576"	"Машинист, обрезващи машини / каменообработване"	"8219"
"1577"	"Машинист, пакето-повдигащи плочи / строителство"	"8339"
"1579"	"Машинист, печатар"	"8252"
"1580"	"Машинист, подвижна установка (МПУ) / сондиране"	"8111"
"1581"	"Машинист, подемно-транспортни съоръжения"	"8339"
"1582"	"Машинист, полировъчни машини  / каменообработване"	"8219"
"1583"	"Машинист, портални и козлови кранове"	"8337"
"1588"	"Машинист, пълнене и дозировка / химични процеси"	"8151"
"1589"	"Машинист, пътностроителна машина (ФАДРОМА и др.)"	"8336"
"1590"	"Машинист, разфасовъчна машина за сирене"	"8272"
"1599"	"Машинист, ски-лифт"	"8338"
"1601"	"Машинист, таблетираща машина за акварел"	"8225"
"1602"	"Машинист, телфер"	"8337"
"1603"	"Машинист, тигелна машина / леярство"	"8126"
"1605"	"Машинист, тонго-пълначна машина"	"8291"
"1606"	"Машинист, транспортно-технологични машини"	"8339"
"1611"	"Машинист, шлюз"	"8339"
"1612"	"Машинописец"	"4112"
"1613"	"Машинописка"	"4112"
"1614"	"Мебелист"	"7422"
"1615"	"Мебелист, дефектоотстранител"	"7422"
"1616"	"Медицинска сестра"	"3231"
"1617"	"Медицинска сестра / частна практика"	"3231"
"1618"	"Медицинска сестра, анестезиолог"	"3231"
"1619"	"Медицинска сестра, манипулационна"	"3231"
"1620"	"Медицинска сестра, стоматология"	"3231"
"1621"	"Медицинска сестра, училищна"	"3231"
"1622"	"Медицинска сестра, хирургия"	"3231"
